question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,choice_5,correct,explanation
173,single,ボイラーの構造に関する知識,附属品・計測器,主蒸気弁に関する記述として、適切なものは次のうちどれか。,,,,,,ボイラーから蒸気を送り出す主配管に設けられる。,燃料中の水分を測る計器である。,給水を軟化する薬品である。,空気比を直接表示する装置である。,安全弁の代わりに過圧を逃がす唯一の装置である。,1,主蒸気弁はボイラーから蒸気を送り出す主蒸気管に設けられる。
174,single,ボイラーの構造に関する知識,給水・節炭器・空気予熱器,ディフューザポンプに関する記述として、適切なものは次のうちどれか。,,,,,,羽根車の周辺に案内羽根を持つ遠心ポンプである。,蒸気の噴射力だけで給水する装置である。,水面計の一種である。,燃料中の硫黄を除去する薬剤である。,煙突の内面に取り付ける保温材である。,1,ディフューザポンプは案内羽根を備えた遠心ポンプである。
175,single,ボイラーの構造に関する知識,給水・節炭器・空気予熱器,インゼクタに関する記述として、適切なものは次のうちどれか。,,,,,,蒸気の噴射力を利用して給水する装置である。,電動機で羽根車を回す渦巻ポンプである。,燃料油を加熱する装置である。,煙道ガスを測定する計器である。,水面計のガラス管である。,1,インゼクタは蒸気の噴射力を利用する給水装置である。
176,single,ボイラーの構造に関する知識,自動制御・燃焼安全装置,比例動作に関する記述として、適切なものは次のうちどれか。,,,,,,偏差の大きさに比例して操作量を変える。,偏差があっても操作量を全く変えない。,常に燃焼停止だけを行う。,水面計の色を変える。,燃料の灰分量を測定する。,1,比例動作では偏差の大きさに応じて操作量を変える。
177,single,ボイラーの構造に関する知識,自動制御・燃焼安全装置,積分動作に関する記述として、適切なものは次のうちどれか。,,,,,,偏差の時間積分に応じて操作量を変える。,偏差の変化速度だけに応じて操作する。,必ず手動でしか行えない。,燃料の発熱量を直接増やす。,水面計の閉塞を物理的に除去する。,1,積分動作は偏差の累積に応じて操作量を変える。
178,single,ボイラーの構造に関する知識,自動制御・燃焼安全装置,微分動作に関する記述として、適切なものは次のうちどれか。,,,,,,偏差の変化速度に応じて操作量を変える。,偏差の累積だけで操作する。,水の硬度を除去する。,燃料中の灰分を測定する。,安全弁の吹出し量を増やす薬剤である。,1,微分動作は偏差の変化速度に応じて操作量を変える。
179,single,ボイラーの構造に関する知識,自動制御・燃焼安全装置,火炎検出器に関する記述として、適切でないものは次のうちどれか。,,,,,,火炎の有無を検出する。,燃焼安全装置に関係する。,異常消火時の燃料遮断に関係する。,燃焼監視に用いられる。,ボイラー水の硬度を下げる薬剤である。,5,火炎検出器は火炎を検出する機器であり、水処理薬剤ではない。
180,single,ボイラーの構造に関する知識,附属品・計測器,圧力計のサイホン管に関する記述として、適切なものは次のうちどれか。,,,,,,蒸気の直接接触による圧力計の過熱を防ぐために用いられる。,燃料油を霧化するために用いられる。,給水を軟化するための装置である。,煙突の通風力を発生させる装置である。,水面計のガラスを洗浄する薬剤である。,1,圧力計のサイホン管は、水をたまりとして蒸気の熱が圧力計へ直接伝わるのを抑える。
181,single,ボイラーの取扱いに関する知識,点火・たき始め,点火時の着火遅れに関する記述として、適切でないものは次のうちどれか。,,,,,,未燃ガスの蓄積につながることがある。,逆火の原因となることがある。,点火前換気が重要である。,燃料と空気の供給順序に注意する。,安全上問題にならないので放置してよい。,5,着火遅れは逆火や爆発の危険があり、放置してはならない。
182,single,ボイラーの取扱いに関する知識,点火・たき始め,昇圧中に空気抜き弁を閉じる時期として、適切なものは次のうちどれか。,,,,,,蒸気の発生を確認し、空気が抜けた後に閉じる。,点火前に永久に閉じる。,燃料タンクが空になった後に閉じる。,水面計を外した後に閉じる。,安全弁を取り外した後に閉じる。,1,たき始めでは空気を排出し、蒸気の発生を確認して空気抜き弁を閉じる。
183,single,ボイラーの取扱いに関する知識,点火・たき始め,燃焼中の監視事項として、適切でないものは次のうちどれか。,,,,,,火炎の状態,煙の状態,圧力及び水位,燃料供給状態,監視を一切行わないこと,5,燃焼中は火炎、煙、圧力、水位、燃料供給状態を監視する。
184,single,ボイラーの取扱いに関する知識,水位・低水位,水柱管の連絡管に関する記述として、適切なものは次のうちどれか。,,,,,,途中の弁の開閉状態や閉塞に注意する。,燃料タンクの油面だけを示す。,煙突高さを自動調整する。,燃焼用空気を加熱する。,給水中の酸素を除去する薬剤である。,1,水柱管の連絡管は水位表示に関係し、閉塞や弁の状態に注意が必要である。
185,single,ボイラーの取扱いに関する知識,水位・低水位,水面計の水位が左右で一致しない場合の対応として、適切なものは次のうちどれか。,,,,,,機能試験や吹出しにより異常の有無を確認する。,低い方だけを常に信じる。,高い方だけを常に信じる。,両方を見ずに運転する。,水面計を叩いて破損させる。,1,水面計の表示に差がある場合は、閉塞などを疑い機能確認を行う。
